timestamp,station_id,latitude,longitude,wind_direction,wind_speed,air_temperature,precipitation,relative_humidity
22/04/2024 14:06,S1,1.359105593,103.8833355,265.1,4,39.3,0.3,63.5
22/04/2024 14:06,S2,1.355213,103.946947,255.3,4,40.4,0.3,64.9
22/04/2024 14:06,S3,1.369241155,103.7753569,248.1,4,41,0.3,65.6
22/04/2024 14:06,S4,1.358367204,103.8419745,257.3,4,40.1,0.3,64.5
22/04/2024 14:06,S5,1.335592027,103.7036957,235.9,4,41,0.3,65.1
22/04/2024 14:06,S6,1.377344127,103.8126155,252.7,4,40.7,0.3,65.2
22/04/2024 14:06,S7,1.338209509,103.7089322,237,4,41,0.3,65.2
22/04/2024 14:06,S8,1.423537394,103.8762469,254.1,4,40.6,0.3,65.2
22/04/2024 14:06,S10,1.320104,104.029838,245,4,40.7,0.3,65.1
22/04/2024 14:06,S11,1.404741383,103.7342392,244.6,4,41.6,0.3,66.3
22/04/2024 14:06,S12,1.355363489,103.84066,257.3,4,40.1,0.3,64.5
22/04/2024 14:06,S13,1.362718532,103.7742442,247.9,4,40.9,0.3,65.5
22/04/2024 14:06,S14,1.42989184,103.797689,246.1,4,42.6,0.3,68
22/04/2024 14:06,S15,1.269345544,103.6829233,210.2,4,41,0.3,64.3
22/04/2024 14:06,S16,1.272368982,103.8079623,247.7,4,40.4,0.3,64.6
22/04/2024 14:06,S17,1.25979843,103.8068056,246.4,4,40.4,0.3,64.6
22/04/2024 14:06,S18,1.307748,103.915419,249,4,41.6,0.3,66.6
22/04/2024 14:06,S19,1.402192309,103.8760546,256.3,4,40.3,0.3,64.8
22/04/2024 14:06,S20,1.419449182,103.8213641,249.9,4,41.5,0.3,66.4
22/04/2024 15:06,S1,1.359105593,103.8833355,292.4,4,41.7,0.6,70.2
22/04/2024 15:06,S2,1.355213,103.946947,291.9,4,41.9,0.6,70.7
22/04/2024 15:06,S3,1.369241155,103.7753569,296.6,4,42.3,0.6,73.4
22/04/2024 15:06,S4,1.358367204,103.8419745,289.7,4,41.2,0.6,67.8
22/04/2024 15:06,S5,1.335592027,103.7036957,289.9,4,42.6,0.6,73.2
22/04/2024 15:06,S6,1.377344127,103.8126155,289.7,4,42.8,0.6,74.2
22/04/2024 15:06,S7,1.338209509,103.7089322,315.7,4,40.3,0.6,68.4
22/04/2024 15:06,S8,1.423537394,103.8762469,289.5,4,41.3,0.6,67.9
22/04/2024 15:06,S10,1.320104,104.029838,291.7,4,41.7,0.6,70
22/04/2024 15:06,S11,1.404741383,103.7342392,327.8,4,39.4,0.6,66.9
22/04/2024 15:06,S12,1.355363489,103.84066,298,4,41.8,0.6,71.4
22/04/2024 15:06,S13,1.362718532,103.7742442,300.8,4,41.9,0.6,72.5
22/04/2024 15:06,S14,1.42989184,103.797689,304.1,4,41,0.6,69.5
22/04/2024 15:06,S15,1.269345544,103.6829233,311.4,4,40.6,0.6,69
22/04/2024 15:06,S16,1.272368982,103.8079623,289.2,4,41.3,0.6,67.9
22/04/2024 15:06,S17,1.25979843,103.8068056,290.1,4,42.6,0.6,73.6
22/04/2024 15:06,S18,1.307748,103.915419,291.4,4,41.5,0.6,69.1
22/04/2024 15:06,S19,1.402192309,103.8760546,293.7,4,42,0.6,71.6
22/04/2024 15:06,S20,1.419449182,103.8213641,291.3,4,41.5,0.6,69
22/04/2024 16:11,S1,1.359105593,103.8833355,266.6,4,39.3,1.1,64.5
22/04/2024 16:11,S2,1.355213,103.946947,227.6,4,40.2,1.1,66.6
22/04/2024 16:11,S3,1.369241155,103.7753569,263.8,4,39.3,1.1,64.6
22/04/2024 16:11,S4,1.358367204,103.8419745,285.7,4,38.9,1.1,63.6
22/04/2024 16:11,S5,1.335592027,103.7036957,225.5,4,40.5,1.1,66.8
22/04/2024 16:11,S6,1.377344127,103.8126155,252.9,4,39.6,1.1,65.2
22/04/2024 16:11,S7,1.338209509,103.7089322,249.6,4,39.9,1.1,65.6
22/04/2024 16:11,S8,1.423537394,103.8762469,249.2,4,39.6,1.1,65.4
22/04/2024 16:11,S10,1.320104,104.029838,253.9,4,40,1.1,65.4
22/04/2024 16:11,S11,1.404741383,103.7342392,240,4,39.9,1.1,65.9
22/04/2024 16:11,S12,1.355363489,103.84066,275.2,4,39.3,1.1,64.2
22/04/2024 16:11,S13,1.362718532,103.7742442,263.4,4,39.3,1.1,64.7
22/04/2024 16:11,S14,1.42989184,103.797689,221.1,4,40.9,1.1,67.2
22/04/2024 16:11,S15,1.269345544,103.6829233,287.3,4,38.7,1.1,63.4
22/04/2024 16:11,S16,1.272368982,103.8079623,234.2,4,39.9,1.1,66.2
22/04/2024 16:11,S17,1.25979843,103.8068056,294.2,4,38.7,1.1,63.1
22/04/2024 16:11,S18,1.307748,103.915419,248.2,4,39.6,1.1,65.4
22/04/2024 16:11,S19,1.402192309,103.8760546,257.2,4,39.9,1.1,65.2
22/04/2024 16:11,S20,1.419449182,103.8213641,257.4,4,39.4,1.1,65
22/04/2024 17:12,S1,1.359105593,103.8833355,228,5,38.8,1.4,72.6
22/04/2024 17:12,S2,1.355213,103.946947,207.2,5,39.8,1.4,75
22/04/2024 17:12,S3,1.369241155,103.7753569,185.8,5,42.8,1.4,81.4
22/04/2024 17:12,S4,1.358367204,103.8419745,234.8,5,38.3,1.4,71.4
22/04/2024 17:12,S5,1.335592027,103.7036957,237.5,5,38,1.4,70.7
22/04/2024 17:12,S6,1.377344127,103.8126155,220.5,5,39.3,1.4,73.7
22/04/2024 17:12,S7,1.338209509,103.7089322,195.5,5,38.3,1.4,72.5
22/04/2024 17:12,S8,1.423537394,103.8762469,245.1,5,37.4,1.4,69.4
22/04/2024 17:12,S10,1.320104,104.029838,247.6,5,37.3,1.4,69
22/04/2024 17:12,S11,1.404741383,103.7342392,202.7,5,40,1.4,75.5
22/04/2024 17:12,S12,1.355363489,103.84066,245.5,5,37.5,1.4,69.4
22/04/2024 17:12,S13,1.362718532,103.7742442,199.9,5,38.7,1.4,73
22/04/2024 17:12,S14,1.42989184,103.797689,220.8,5,38.8,1.4,72.7
22/04/2024 17:12,S15,1.269345544,103.6829233,202.9,5,39.8,1.4,75.1
22/04/2024 17:12,S16,1.272368982,103.8079623,235.3,5,38.2,1.4,71.2
22/04/2024 17:12,S17,1.25979843,103.8068056,232.2,5,38.5,1.4,71.7
22/04/2024 17:12,S18,1.307748,103.915419,208.8,5,40.2,1.4,75.8
22/04/2024 17:12,S19,1.402192309,103.8760546,203.7,5,40.5,1.4,76.4
22/04/2024 17:12,S20,1.419449182,103.8213641,202.4,5,39.3,1.4,74.2
22/04/2024 18:17,S1,1.359105593,103.8833355,211.7,4,39.6,1.1,78.4
22/04/2024 18:17,S2,1.355213,103.946947,229.3,4,38.9,1.1,75
22/04/2024 18:17,S3,1.369241155,103.7753569,214.9,4,39.9,1.1,79.6
22/04/2024 18:17,S4,1.358367204,103.8419745,207.9,4,40.1,1.1,80.7
22/04/2024 18:17,S5,1.335592027,103.7036957,224.5,4,39.4,1.1,77.3
22/04/2024 18:17,S6,1.377344127,103.8126155,207.2,4,40.5,1.1,82.2
